Authors,Title,Abstract,Document Type,Year,Link,Source title,Include/Exclude,Author 1 Re-tag,Author 2,Author 2 Re-tag
Zhu X.; Song J.; Gao L.; Zheng F.; Shen H.T.,Unified Multivariate Gaussian Mixture for Efficient Neural Image Compression,"Modeling latent variables with priors and hyperpriors is an essential problem in variational image compression. Formally, trade-off between rate and distortion is handled well if priors and hyperpriors precisely describe latent variables. Current practices only adopt univariate priors and process each variable individually. However, we find inter-correlations and intra-correlations exist when observing latent variables in a vectorized perspective. These findings reveal visual redundancies to improve rate-distortion performance and parallel processing ability to speed up compression. This encourages us to propose a novel vectorized prior. Specifically, a multivariate Gaussian mixture is proposed with means and covariances to be estimated. Then, a novel probabilistic vector quantization is utilized to effectively approximate means, and remaining covariances are further induced to a unified mixture and solved by cascaded estimation without context models involved. Furthermore, code books involved in quantization are extended to multi-codebooks for complexity reduction, which formulates an efficient compression procedure. Extensive experiments on benchmark datasets against state-of-the-art indicate our model has better rate-distortion performance and an impressive 3.18x compression speed up, giving us the ability to perform real-time, high-quality variational image compression in practice. Our source code is publicly available at https://github.com/xiaosu-zhu/McQuic. © 2022 IEEE.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140387874&doi=10.1109%2fCVPR52688.2022.01709&partnerID=40&md5=661c4e869e5d0343122f2d1bae4c3dd0,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,Exclude,,Exclude,
Guan W.; Wen H.; Song X.; Wang C.; Yeh C.-H.; Chang X.; Nie L.,Partially Supervised Compatibility Modeling,"Fashion Compatibility Modeling (FCM), which aims to automatically evaluate whether a given set of fashion items makes a compatible outfit, has attracted increasing research attention. Recent studies have demonstrated the benefits of conducting the item representation disentanglement towards FCM. Although these efforts have achieved prominent progress, they still perform unsatisfactorily, as they mainly investigate the visual content of fashion items, while overlooking the semantic attributes of items (e.g., color and pattern), which could largely boost the model performance and interpretability. To address this issue, we propose to comprehensively explore the visual content and attributes of fashion items towards FCM. This problem is non-trivial considering the following challenges: a) how to utilize the irregular attribute labels of items to partially supervise the attribute-level representation learning of fashion items; b) how to ensure the intact disentanglement of attribute-level representations; and c) how to effectively sew the multiple granulairites (i.e, coarse-grained item-level and fine-grained attribute-level) information to enable performance improvement and interpretability. To address these challenges, in this work, we present a partially supervised outfit compatibility modeling scheme (PS-OCM). In particular, we first devise a partially supervised attribute-level embedding learning component to disentangle the fine-grained attribute embeddings from the entire visual feature of each item. We then introduce a disentangled completeness regularizer to prevent the information loss during disentanglement. Thereafter, we design a hierarchical graph convolutional network, which seamlessly integrates the attribute- and item-level compatibility modeling, and enables the explainable compatibility reasoning. Extensive experiments on the real-world dataset demonstrate that our PS-OCM significantly outperforms the state-of-the-art baselines. We have released our source codes and well-trained models to benefit other researchers (https://site2750.wixsite.com/ps-ocm).  © 1992-2012 IEEE.",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134246843&doi=10.1109%2fTIP.2022.3187290&partnerID=40&md5=2c1c5b7f933cf0d212d333ab23475990,IEEE Transactions on Image Processing,Exclude,,,
Xia F.; Wu G.; Zhao G.; Li X.,SimCGE: Simple Contrastive Learning of Graph Embeddings for Cross-Version Binary Code Similarity Detection,"Binary code similarity detection (BCSD) has many applications in computer security, whose task is to detect the similarity of two binary functions without having access to the source code. Recently deep learning methods have shown better efficiency, accuracy, and potential in BCSD. Most of them reduce losses by the Siamese network, and they ignore some shortcomings of the Siamese network. In this paper, we introduce the idea of contrastive learning into graph neural networks and experimentally demonstrate that the way of training graph models by contrastive learning is significantly better than Siamese. In addition, we found that Principal Neighbourhood Aggregation for Graph Nets (PNA) has the best ability to extract structural information of control flow graph (CFG) among various graph neural networks. © 2022, Springer Nature Switzerland AG.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137050801&doi=10.1007%2f978-3-031-15777-6_25&partnerID=40&md5=813853ad201f49311aef5f7935a271ae,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Exclude,,,
Yang X.; Wang Y.; Chen K.; Xu Y.; Tian Y.,Fine-Grained Object Classification via Self-Supervised Pose Alignment,"Semantic patterns offine-grained objects are determined by subtle appearance difference of local parts, which thus inspires a number of part-based methods. However, due to uncontrollable object poses in images, distinctive de-tails carried by local regions can be spatially distributed or even self-occluded, leading to a large variation on ob-ject representation. For discounting pose variations, this paper proposes to learn a novel graph based object rep-resentation to reveal a global configuration of local parts for self-supervised pose alignment across classes, which is employed as an auxiliary feature regularization on a deep representation learning network. Moreover, a coarse-to-fine supervision together with the proposed pose-insensitive constraint on shallow-to-deep sub-networks encourages discriminative features in a curriculum learning manner. We evaluate our method on three popular fine-grained ob-ject classification benchmarks, consistently achieving the state-of-the-art performance. Source codes are available at https://github.com/yangxhll/P2P-Net. © 2022 IEEE.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136045266&doi=10.1109%2fCVPR52688.2022.00725&partnerID=40&md5=d31435b5ccc049d4022a0db37f446a5b,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,Exclude,,,
Han R.; Yan H.; Li J.; Wang S.; Feng W.; Wang S.,Panoramic Human Activity Recognition,"To obtain a more comprehensive activity understanding for a crowded scene, in this paper, we propose a new problem of panoramic human activity recognition (PAR), which aims to simultaneously achieve the recognition of individual actions, social group activities, and global activities. This is a challenging yet practical problem in real-world applications. To track this problem, we develop a novel hierarchical graph neural network to progressively represent and model the multi-granular human activities and mutual social relations for a crowd of people. We further build a benchmark to evaluate the proposed method and other related methods. Experimental results verify the rationality of the proposed PAR problem, the effectiveness of our method and the usefulness of the benchmark. We have released the source code and benchmark to the public for promoting the study on this problem. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142687709&doi=10.1007%2f978-3-031-19772-7_15&partnerID=40&md5=9f34baf9a25ae6ef7d4ed388d9a503b8,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Exclude,,,
Chen Y.; Zhao L.; Yuan J.; Tian Y.; Xia Z.; Geng S.; Han L.; Metaxas D.N.,Hierarchically Self-supervised Transformer for Human Skeleton Representation Learning,"Despite the success of fully-supervised human skeleton sequence modeling, utilizing self-supervised pre-training for skeleton sequence representation learning has been an active field because acquiring task-specific skeleton annotations at large scales is difficult. Recent studies focus on learning video-level temporal and discriminative information using contrastive learning, but overlook the hierarchical spatial-temporal nature of human skeletons. Different from such superficial supervision at the video level, we propose a self-supervised hierarchical pre-training scheme incorporated into a hierarchical Transformer-based skeleton sequence encoder (Hi-TRS), to explicitly capture spatial, short-term, and long-term temporal dependencies at frame, clip, and video levels, respectively. To evaluate the proposed self-supervised pre-training scheme with Hi-TRS, we conduct extensive experiments covering three skeleton-based downstream tasks including action recognition, action detection, and motion prediction. Under both supervised and semi-supervised evaluation protocols, our method achieves the state-of-the-art performance. Additionally, we demonstrate that the prior knowledge learned by our model in the pre-training stage has strong transfer capability for different downstream tasks. The source code can be found at https://github.com/yuxiaochen1103/Hi-TRS. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142754906&doi=10.1007%2f978-3-031-19809-0_11&partnerID=40&md5=9b67ac700f0ac340a5719463ff697b2f,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Exclude,,Exclude,
Zhang G.; Davoodnia V.; Etemad A.,PARSE: Pairwise Alignment of Representations in Semi-Supervised EEG Learning for Emotion Recognition,"We propose pairwise alignment of representations for semi-supervised Electroencephalogram (EEG) learning (PARSE), a novel semi-supervised architecture for learning reliable EEG representations for emotion recognition. To reduce the potential distribution mismatch between large amounts of unlabeled data and a limited number of labeled data, PARSE uses pairwise representation alignment. First, our model performs data augmentation followed by label guessing for large amounts of original and augmented unlabeled data. The model is then followed by sharpening the guessed labels and convex combinations of the unlabeled and labeled data. Finally, it performs representation alignment and emotion classification. To rigorously test our model, we compare PARSE to several state-of-the-art semi-supervised approaches, which we implement and adapt for EEG learning. We perform these experiments on four public EEG-based emotion recognition datasets, SEED, SEED-IV, SEED-V and AMIGOS (valence and arousal). The experiments show that our proposed framework achieves the overall best results with varying amounts of limited labeled samples in SEED, SEED-IV and AMIGOS (valence), while approaching the overall best result (reaching the second-best) in SEED-V and AMIGOS (arousal). The analysis shows that our pairwise representation alignment considerably improves the performance by performing the distribution alignment between unlabeled and labeled data, especially when only 1 sample per class is labeled. The source code of our article is publicly available at https://github.com/guangyizhangbci/PARSE. © 2010-2012 IEEE.",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139412290&doi=10.1109%2fTAFFC.2022.3210441&partnerID=40&md5=27e4209038f2505ad11dd32ef2e64340,IEEE Transactions on Affective Computing,Exclude,,,
Chen L.; Mahmud Q.I.; Jannesari A.,Multi-View Learning for Parallelism Discovery of Sequential Programs,"Identifying suitable parallelizable regions in sequential programs is a crucial task for performance optimizations. Traditional methods like static and dynamic analysis have flaws like insufficient accuracy or high overhead runtime. Recent studies are more interested in applying machine learning techniques to this topic. The crux of parallelism discovery with machine learning is to generate meaningful code representations. One promising route is to exploit the dependence graph through Graph Neural Networks (GNNS). In this paper, a novel multi-view framework is proposed to automatically detect potential parallelism opportunities. Sequential programs are first repre-sented by program execution graphs encompassing both semantic and structural information. Then two independent views are defined: namely, a structural pattern view and a node feature view. In the structural view, local graph structural patterns are captured via random anonymous walks and then fed into a Graph Convolutional Network (GCN). The node features, both dynamic and static, are fed into another GCN in the node feature view. In addition, a multi-view model is designed to unify the node features and the structural features for parallelism detection. Our approach achieves comparable state-of-the-art performance on parallel region classification with an accuracy up to 92.6 % when evaluated with popular parallel eomputing benchmarks.  © 2022 IEEE.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136219915&doi=10.1109%2fIPDPSW55747.2022.00059&partnerID=40&md5=6f94bd8f8d492eb08d74666640f78b95,"Proceedings - 2022 IEEE 36th International Parallel and Distributed Processing Symposium Workshops, IPDPSW 2022",Include,,,
Wang X.; Wang Y.; Wan Y.; Wang J.; Zhou P.; Li L.; Wu H.; Liu J.,CODE-MVP: Learning to Represent Source Code from Multiple Views with Contrastive Pre-Training,"Recent years have witnessed increasing interest in code representation learning, which aims to represent the semantics of source code into distributed vectors. Currently, various works have been proposed to represent the complex semantics of source code from different views, including plain text, Abstract Syntax Tree (AST), and several kinds of code graphs (e.g., Control/Data Flow Graph). However, most of them only consider a single view of source code independently, ignoring the correspondences among different views. In this paper, we propose to integrate different views with the naturallanguage description of source code into a unified framework with Multi-View contrastive Pre-training, and name our model as CODEMVP. Specifically, we first extract multiple code views using compiler tools, and learn the complementary information among them under a contrastive learning framework. Inspired by the type checking in compilation, we also design a fine-grained type inference objective in the pre-training. Experiments on three downstream tasks over five datasets demonstrate the superiority of CODE-MVP when compared with several state-of-the-art baselines. For example, we achieve 2.4/2.3/1.1 gain in terms of MRR/MAP/Accuracy metrics on natural language code retrieval, code similarity, and code defect detection tasks, respectively. © Findings of the Association for Computational Linguistics: NAACL 2022 - Findings.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135499146&partnerID=40&md5=ce9546da3091cf7f7fac3b2be289837c,Findings of the Association for Computational Linguistics: NAACL 2022 - Findings,Exclude,,,
Duran F.S.; Beyaz A.; Rekik I.,Dual-HINet: Dual Hierarchical Integration Network of Multigraphs for Connectional Brain Template Learning,"A connectional brain template (CBT) is a normalized representation of a population of brain multigraphs, where two anatomical regions of interests (ROIs) are connected by multiple edges. Each edge captures a particular type of interaction between pairs of ROIs (e.g., structural/functional). Learning a well-centered and representative CBT of a particular brain multigraph population (e.g., healthy or atypical) is a means of modeling complex and varying ROI interactions in a holistic manner. Existing methods generate CBTs by locally integrating heterogeneous multi-edge attributes (e.g., weights and features). However, such methods are agnostic to brain network modularity as they ignore the hierarchical structure of neural interactions. Furthermore, they only perform node-level integration at the individual level without learning the multigraph representation at the group level in a layer-wise manner. To address these limitations, we propose Dual Hierarchical Integration Network (Dual-HINet) for connectional brain template estimation, which simultaneously learns the node-level and cluster-level integration processes using a dual graph neural network architecture. We also propose a novel loss objective to jointly learn the clustering assignment across different edge types and the centered CBT representation of the population multigraphs. Our Dual-HINet significantly outperforms state-of-the-art methods for learning CBTs on a large-scale multigraph connectomic datasets. Our source code can be found at https://github.com/basiralab/Dual-HINet. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138823554&doi=10.1007%2f978-3-031-16431-6_29&partnerID=40&md5=da2cd7c3d3e82813584b2abe3287e024,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Exclude,,Exclude,
Zhang W.; Yang Y.; Wu Q.M.J.; Wang T.; Zhang H.,Multimodal Moore&#x2013;Penrose Inverse-Based Recomputation Framework for Big Data Analysis,"Most multilayer Moore&#x2013;Penrose inverse (MPI)-based neural networks, such as deep random vector functional link (RVFL), are structured with two separate stages: unsupervised feature encoding and supervised pattern classification. Once the unsupervised learning is finished, the latent encoding is fixed without supervised fine-tuning. However, in complex tasks such as handling the ImageNet dataset, there are often many more clues that can be directly encoded, while unsupervised learning, by definition, cannot know exactly what is useful for a certain task. There is a need to retrain the latent space representations in the supervised pattern classification stage to learn some clues that unsupervised learning has not yet been learned. In particular, the residual error in the output layer is pulled back to each hidden layer, and the parameters of the hidden layers are recalculated with MPI for more robust representations. In this article, a recomputation-based multilayer network using Moore&#x2013;Penrose inverse (RML-MP) is developed. A sparse RML-MP (SRML-MP) model to boost the performance of RML-MP is then proposed. The experimental results with varying training samples (from 3k to 1.8 million) show that the proposed models provide higher Top-1 testing accuracy than most representation learning algorithms. For reproducibility, the source codes are available at https://github.com/W1AE/Retraining. IEEE",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141500937&doi=10.1109%2fTNNLS.2022.3211149&partnerID=40&md5=2459fbcb9eff2cf1c71f3cd80b77a2f7,IEEE Transactions on Neural Networks and Learning Systems,Exclude,,,
Samoaa H.P.; Longa A.; Mohamad M.; Chehreghani M.H.; Leitner P.,TEP-GNN: Accurate Execution Time Prediction of Functional Tests Using Graph Neural Networks,"Predicting the performance of production code prior to actual execution is known to be highly challenging. In this paper, we propose a predictive model, dubbed TEP-GNN, which demonstrates that high-accuracy performance prediction is possible for the special case of predicting unit test execution times. TEP-GNN uses FA-ASTs, or flow-augmented ASTs, as a graph-based code representation approach, and predicts test execution times using a powerful graph neural network (GNN) deep learning model. We evaluate TEP-GNN using four real-life Java open source programs, based on 922 test files mined from the projects’ public repositories. We find that our approach achieves a high Pearson correlation of 0.789, considerable outperforming a baseline deep learning model. Our work demonstrates that FA-ASTs and GNNs are a feasible approach for predicting absolute performance values, and serves as an important intermediary step towards being able to predict the performance of arbitrary code prior to execution. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142682048&doi=10.1007%2f978-3-031-21388-5_32&partnerID=40&md5=135963edc383a2020c19681c88c0d89f,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Include,,,
Pala F.; Rekik I.,Predicting Brain Multigraph Population from a Single Graph Template for Boosting One-Shot Classification,"A central challenge in training one-shot learning models is the limited representativeness of the available shots of the data space. Particularly in the field of network neuroscience where the brain is represented as a graph, such models may lead to low performance when classifying brain states (e.g., typical vs. autistic). To cope with this, most of the existing works involve a data augmentation step to increase the size of the training set, its diversity and representativeness. Though effective, such augmentation methods are limited to generating samples with the same size as the input shots (e.g., generating brain connectivity matrices from a single shot matrix). To the best of our knowledge, the problem of generating brain multigraphs capturing multiple types of connectivity between pairs of nodes (i.e., anatomical regions) from a single brain graph remains unsolved. In this paper, we unprecedentedly propose a hybrid graph neural network (GNN) architecture, namely Multigraph Generator Network or briefly MultigraphGNet, comprising two subnetworks: (1) a many-to-one GNN which integrates an input population of brain multigraphs into a single template graph, namely a connectional brain temple (CBT), and (2) a reverse one-to-many U-Net network which takes the learned CBT in each training step and outputs the reconstructed input multigraph population. Both networks are trained in an end-to-end way using a cyclic loss. Experimental results demonstrate that our MultigraphGNet boosts the performance of an independent classifier when trained on the augmented brain multigraphs in comparison with training on a single CBT from each class. We hope that our framework can shed some light on the future research of multigraph augmentation from a single graph. Our MultigraphGNet source code is available at https://github.com/basiralab/MultigraphGNet. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140473699&doi=10.1007%2f978-3-031-16919-9_18&partnerID=40&md5=4075b31739609c9cc2a7c2d16c8ff15a,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),Exclude,,,
Zhu R.; Yuan L.; Li X.; Gao M.; Cai W.,A Neural Network Architecture for Program Understanding Inspired by Human Behaviors,"Program understanding is a fundamental task in program language processing. Despite the success, existing works fail to take human behaviors as reference in understanding programs. In this paper, we consider human behaviors and propose the PGNN-EK model that consists of two main components. On the one hand, inspired by the “divide-and-conquer” reading behaviors of humans, we present a partitioning-based graph neural network model PGNN on the upgraded AST of codes. On the other hand, to characterize human behaviors of resorting to other resources to help code comprehension, we transform raw codes with external knowledge and apply pre-training techniques for information extraction. Finally, we combine the two embeddings generated from the two components to output code embeddings. We conduct extensive experiments to show the superior performance of PGNN-EK on the code summarization and code clone detection tasks. In particular, to show the generalization ability of our model, we release a new dataset that is more challenging for code clone detection and could advance the development of the community. Our codes and data are publicly available at https://github.com/RecklessRonan/PGNN-EK. © 2022 Association for Computational Linguistics.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140398484&partnerID=40&md5=9020473919331f9676604d8e85374f6c,Proceedings of the Annual Meeting of the Association for Computational Linguistics,Include,,,
Dai L.; Liu Y.; Ma J.; Wei L.; Lai T.; Yang C.; Chen R.,MS2DG-Net: Progressive Correspondence Learning via Multiple Sparse Semantics Dynamic Graph,"Establishing superior-quality correspondences in an image pair is pivotal to many subsequent computer vision tasks. Using Euclidean distance between correspondences to find neighbors and extract local information is a common strategy in previous works. However, most such works ignore similar sparse semantics information between two given images and cannot capture local topology among correspondences well. Therefore, to deal with the above problems, Multiple Sparse Semantics Dynamic Graph Network (MS2 DG-Net) is proposed, in this paper, to predict probabilities of correspondences as inliers and recover camera poses. MS2 DG-Net dynamically builds sparse semantics graphs based on sparse semantics similarity between two given images, to capture local topology among correspondences, while maintaining permutation-equivariant. Extensive experiments prove that MS2 DG-Net outperforms state-of-the-art methods in outlier removal and camera pose estimation tasks on the public datasets with heavy outliers. Source code:https://github.com/changcaiyang/MS2DG-Net © 2022 IEEE.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140200937&doi=10.1109%2fCVPR52688.2022.00877&partnerID=40&md5=6e812c8d1bb862b6333b0074965d0dae,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,Exclude,,,
Xue Y.; Guo J.; Zhang L.; Song H.,Message Passing Graph Neural Networks for Software Security Vulnerability Detection,"With the booming development of deep learning and machine learning, the use of neural networks for software source code security vulnerability detection has become a hot pot in the field of software security. As a data structure, graphs can adequately represent the complex syntactic information, semantic information, and dependencies in software source code. In this paper, we propose the MPGVD model based on the idea of text classification in natural language processing. The model uses BERT for source code pre-training, transforms graphs into corresponding feature vectors, uses MPNN (Message Passing Neural Networks) based on graph neural networks in the feature extraction phase, and finally outputs the detection results. Our proposed MPGVD, compared with other existing vulnerability detection models on the same dataset CodeXGLUE, obtain the highest detection accuracy of 64.34%.  © 2022 IEEE.",Conference paper,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142506108&doi=10.1109%2fICCNEA57056.2022.00041&partnerID=40&md5=b9f59e156dd72ddaaacc337da4ce9342,"Proceedings - 2022 International Conference on Computer Network, Electronic and Automation, ICCNEA 2022",Include,,,
Nguyen H.V.; Zheng J.; Inomata A.; Uehara T.,Code Aggregate Graph: Effective Representation for Graph Neural Networks to Detect Vulnerable Code,"Deep learning, especially graph neural networks (GNNs), provides efficient, fast, and automated methods to detect vulnerable code. However, the accuracy could be improved as previous studies were limited by existing code representations. Additionally, the diversity of embedding techniques and GNN models can make selecting the appropriate method challenging. Herein we propose Code Aggregate Graph (CAG) to improve vulnerability detection efficiency. CAG combines the principles of different code analyses such as abstract syntax tree, control flow graph, and program dependence graph with dominator and post-dominator trees. This extensive representation empowers deep graph networks for enhanced classification. We also implement different data encoding methods and neural networks to provide a multidimensional view of the system performance. Specifically, three word embedding approaches and three deep GNNs are utilized to build classifiers. Then CAG is evaluated using two datasets: a real-world open-source dataset and the software assurance reference dataset. CAG is also compared with seven state-of-the-art methods and six classic representations. CAG shows the best performance. Compared to previous studies, CAG has an increased accuracy (5.4%) and F1-score (5.1%). Additionally, experiments confirm that encoding has a positive impact on accuracy (4-6%) but the network type does not. The study should contribute to a meaningful benchmark for future research on code representations, data encoding, and GNNs.  © 2013 IEEE.",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140708573&doi=10.1109%2fACCESS.2022.3216395&partnerID=40&md5=1a5ef9149269d7bcb295558d4263f64a,IEEE Access,Include,,Include,
Li L.; Wang S.; Liu X.; Zhu E.; Shen L.; Li K.; Li K.,Local Sample-Weighted Multiple Kernel Clustering With Consensus Discriminative Graph,"Multiple kernel clustering (MKC) is committed to achieving optimal information fusion from a set of base kernels. Constructing precise and local kernel matrices is proven to be of vital significance in applications since the unreliable distant&#x2013;distance similarity estimation would degrade clustering performance. Although existing localized MKC algorithms exhibit improved performance compared with globally designed competitors, most of them widely adopt the KNN mechanism to localize kernel matrix by accounting for <inline-formula> <tex-math notation=""LaTeX"">$\tau$</tex-math> </inline-formula>-nearest neighbors. However, such a coarse manner follows an unreasonable strategy that the ranking importance of different neighbors is equal, which is impractical in applications. To alleviate such problems, this article proposes a novel local sample-weighted MKC (LSWMKC) model. We first construct a consensus discriminative affinity graph in kernel space, revealing the latent local structures. Furthermore, an optimal neighborhood kernel for the learned affinity graph is output with naturally sparse property and clear block diagonal structure. Moreover, LSWMKC implicitly optimizes adaptive weights on different neighbors with corresponding samples. Experimental results demonstrate that our LSWMKC possesses better local manifold representation and outperforms existing kernel or graph-based clustering algorithms. The source code of LSWMKC can be publicly accessed from https://github.com/liliangnudt/LSWMKC. IEEE",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134006347&doi=10.1109%2fTNNLS.2022.3184970&partnerID=40&md5=0a486908e1339c18b4e8bebf743ec601,IEEE Transactions on Neural Networks and Learning Systems,Exclude,,,
Chen Y.; Zhang Q.; Guan Z.; Zhao Y.; Chen W.,GEMvis: a visual analysis method for the comparison and refinement of graph embedding models,"Graph embedding, which constructs vector representation of nodes in a network, has shown effectiveness in many graph analysis tasks, such as node classification, node clustering, and link prediction. However, due to the complexity of graph embedding models (GEMs) and their nontransparency of hyperparameters, evaluation and comparison of embedding results in retaining the original graph features, and consequently, the selection of suitable GEMs according to graph analysis tasks are challenging for people. In this paper, we present a visual analysis method, GEMvis, to support the evaluation and comparison of GEMs from the original graph, node metric, and embedding result spaces. The method also supports the online refining of GEM by tuning the parameters in its three components (graph sampling method, neural network structure, and loss function). A series of metrics, R_node metrics, for measuring GEMs’ ability to preserve specific node metrics, such as R_degree and R_closeness, is also proposed to support quantitative evaluation and comparison of GEMs’ ability to preserve original graph features. Finally, three case studies and expert feedback illustrate the effectiveness of GEMvis. © 2022, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132134649&doi=10.1007%2fs00371-022-02548-5&partnerID=40&md5=ad07a7ca47190a612b4ab1411cde4640,Visual Computer,Exclude,,,
Peng X.; Li Y.; Tsang I.W.; Zhu H.; Lv J.; Zhou J.T.,XAI beyond Classification: Interpretable Neural Clustering,"In this paper, we study two challenging problems in explainable AI (XAI) and data clustering. The first is how to directly design a neural network with inherent interpretability, rather than giving post-hoc explanations of a black-box model. The second is implementing discrete k-means with a differentiable neural network that embraces the advantages of parallel computing, online clustering, and clustering-favorable representation learning. To address these two challenges, we design a novel neural network, which is a differentiable reformulation of the vanilla k-means, called inTerpretable nEuraL cLustering (TELL). Our contributions are threefold. First, to the best of our knowledge, most existing XAI works focus on supervised learning paradigms. This work is one of the few XAI studies on unsupervised learning, in particular, data clustering. Second, TELL is an interpretable, or the so-called intrinsically explainable and transparent model. In contrast, most existing XAI studies resort to various means for understanding a black-box model with post-hoc explanations. Third, from the view of data clustering, TELL possesses many properties highly desired by k-means, including but not limited to online clustering, plug-and-play module, parallel computing, and provable convergence. Extensive experiments show that our method achieves superior performance comparing with 14 clustering approaches on three challenging data sets. The source code could be accessed at www.pengxi.me. ©2022 Xi Peng, Yunfan Li, Ivor W. Tsang, Hongyuan Zhu, Jiancheng Lv, and Joey Tianyi Zhou.",Article,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124157707&partnerID=40&md5=4dd19a37c71f2217ac7ec44fd1ab69fc,Journal of Machine Learning Research,Exclude,,,
Hao X.; Liu Y.; Xie R.; Ge K.; Tang L.; Zhang X.; Lin L.,Adversarial Feature Translation for Multi-domain Recommendation,"Real-world super platforms such as Google and WeChat usually have different recommendation scenarios to provide heterogeneous items for users' diverse demands. Multi-domain recommendation (MDR) is proposed to improve all recommendation domains simultaneously, where the key point is to capture informative domain-specific features from all domains. To address this problem, we propose a novel Adversarial feature translation (AFT) model for MDR, which learns the feature translations between different domains under a generative adversarial network framework. Precisely, in the multi-domain generator, we propose a domain-specific masked encoder to highlight inter-domain feature interactions, and then aggregate these features via a transformer and a domain-specific attention. In the multi-domain discriminator, we explicitly model the relationships between item, domain and users' general/domain-specific representations with a two-step feature translation inspired by the knowledge representation learning. In experiments, we evaluate AFT on a public and an industrial MDR datasets and achieve significant improvements. We also conduct an online evaluation on a real-world MDR system. We further give detailed ablation tests and model analyses to verify the effectiveness of different components. Currently, we have deployed AFT on WeChat Top Stories. The source code is in https://github.com/xiaobocser/AFT. © 2021 ACM.",Conference paper,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114955220&doi=10.1145%2f3447548.3467176&partnerID=40&md5=7c750cc25d4fa768e31e4ec6e049b648,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,Exclude,,,
