Title,Full Reference
digtool: a virtualizationbased framework for detecting kernel vulnerabilities,"Pan J., Yan G., Fan X., Digtool: A virtualizationbased framework for detecting kernel vulnerabilities, 26th Usenix Security Symposium (USENIX Security 17), pp. 149-165, (2017)"
improving your software using static analysis to find bugs,"Cole B., Hakim D., Hovemeyer D., Lazarus R., Pugh W., Stephens K., Improving your software using static analysis to find bugs, Companion to the 21st ACM SIGPLAN Symposium on Objectoriented Programming Systems, Languages, and Applications (OOPSLA '06), pp. 673-674, (2006)"
vuldeepecker: a deep learning-based system for vulnerability detection. arxiv preprint arxiv,"Li Z.F., Zou D.Q.S., Xu S.H.T., Vuldeepecker: A Deep Learning-Based System for Vulnerability Detection. Arxiv Preprint Arxiv, 1801, pp. 1681-1695, (2018)"
commonweakness enumeration,"CommonWeakness Enumeration, (2021)"
"automatic feature learning for vulnerability prediction""","Dam H.K., Tran T., Pham T., Ng S.W., Grundy J., Ghose A., Automatic feature learning for vulnerability prediction"""
software vulnerability analysis and discovery using machine-learning and data-mining techniques: a survey,"Mohammad Ghaffarian S., Reza Shahriari H., Software vulnerability analysis and discovery using machine-learning and data-mining techniques: A survey, ACM Computing Surveys (CSUR), 50, 4, pp. 1-36, (2017)"
a survey on formal verification for solidity smart contracts,"Garfatta I., Klai K., Gaaloul W., Graiet M., A survey on formal verification for solidity smart contracts, 2021 Australasian Computer Science Week Multiconference, pp. 1-10, (2021)"
why don't software developers use static analysis tools to find bugs?,"Johnson B., Song Y., Murphy-Hill E., Bowdidge R., Why don't software developers use static analysis tools to find bugs?, Proceed-ings of the 2013 International Conference on Software Engineering, pp. 672-681, (2013)"
tap: a static analysis model for php vulnerabilities based on token and deep learning technology,"Fang Y., Han S., Huang C., Wu R., TAP: A static analysis model for php vulnerabilities based on token and deep learning technology, PLOS ONE, 14, 11, pp. 1-19, (2019)"
rats: rough audit tool for security,"Rats: Rough Audit Tool for Security, (2021)"
smartcheck: static analysis of ethereum smart contracts,"Tikhomirov S., Voskresenskaya E., Ivanitskiy I., Takhaviev R., Marchenko E., Alexandrov Y., SmartCheck: Static analysis of ethereum smart contracts, the 1st International Workshop on Emerging Trends in Software Engineering for Blockchain, pp. 9-16, (2018)"
magnet: a two-pronged defense against adversarial examples,"Meng D., Chen H., Magnet: A two-pronged defense against adversarial examples, Proc. Acm Sigsac Conf. Comput. Commun. Secur, pp. 135-147, (2017)"
survey of automated vulnerability detection and exploit generation techniques in cyber reasoning systems,"Brooks T.N., Survey of automated vulnerability detection and exploit generation techniques in cyber reasoning systems, Intelligent Computing, (2019)"
software vulnerability detection methodology combined with static and dynamic analysis,"Kim S., Kim R.Y.C., Park Y.B., Software vulnerability detection methodology combined with static and dynamic analysis, Wireless Pers. Commun., 89, 3, pp. 777-793, (2016)"
cve details: the ultimate security vulnerability data-source,"Ozkan S., CVE Details: The Ultimate Security Vulnerability Data-Source, (2011)"
vulnerability prediction from source code using machine learning,"Bilgin Z., Ersoy M.A., Soykan E.U., Tomur E., Comak P., Karacay L., Vulnerability prediction from source code using machine learning, IEEE Access, 8, pp. 150672-150684, (2020)"
ftclnet: convolutional lstm with fourier transform for vulnerability detetion,"Cao D., Huang J., Zhang X., Liu X., FTCLNet: Convolutional LSTM with Fourier transform for vulnerability detetion, IEEE 19th International Conference On Trust, Security And Privacy In Computing And Communications, TrustCom, pp. 539-546, (2020)"
associating the severity of vulnerabilities with their description,"Toloudis D., Spanos G., Angelis L., Associating the severity of vulnerabilities with their description, International Conference on Advanced Information Systems Engineering (CAiSE)[C], New York, pp. 231-242, (2016)"
machine learning methods for software vulnerability detection,"Chernis B., Verma R., Machine learning methods for software vulnerability detection, IWSPA 2018-Proceedings of the 4th ACM International Workshop on Security and Privacy Analytics, Co-located with CODASPY 2018 2018-Janua, pp. 31-39, (2018)"
experimenting machine learning techniques to predict vulnerabilities,"Alves H., Fonseca B., Antunes N., Experimenting machine learning techniques to predict vulnerabilities, Proc. Ieee 7th Latin-Amer. Symp. Dependable Comput., pp. 151-156, (2016)"
evaluating micro patterns and software metrics in vulnerability prediction,"Sultana K.Z., Williams B.J., Evaluating micro patterns and software metrics in vulnerability prediction, 2017 6th International Workshop on Software Mining (SoftwareMining), pp. 40-47, (2017)"
software vulnerability detection using deep neural networks: a survey,"Lin G., Wen S., Han Q.-L., Zhang J., Xiang Y., Software vulnerability detection using deep neural networks: A survey, Proceedings of the IEEE (Proc.IEEE), 108, 10, pp. 1825-1848, (2020)"
hackers vs. testers: a comparison of software vulnerability discovery processes [c],"Votipka D., Stevens R., Redmiles E., Et al., Hackers vs. testers: A comparison of software vulnerability discovery processes [C], 2018 IEEE Symposium on Security and Privacy (SP). IEEE, pp. 374-391, (2018)"
a machine learning approach for vulnerability curation,"Chen Y., Santosa A.E., Yi A.M., Sharma A., Sharma A., Lo D., A machine learning approach for vulnerability curation, MSR, pp. 32-42, (2020)"
research on vulnerability detection technology for web mail system,"Wang X., Wu R., Ma J., Long G., Han J., Research on vulnerability detection technology for web mail system, Procedia Comput. Sci., 131, pp. 124-130, (2018)"
generating realistic vulnerabilities via neural code editing: an empirical study,"Nong Y., Ou Y., Pradel M., Chen F., Cai H., Generating realistic vulnerabilities via neural code editing: An empirical study, ESEC/FSE 2022, pp. 1097-1109, (2022)"
using safety properties to generate vulnerability patches,"Huang Z., Lie D., Tan G., Jaeger T., Using safety properties to generate vulnerability patches, 2019 Ieee Symposium on Security and Privacy (SP), pp. 539-554, (2019)"
pvs-studio: static code analysis for c c++c# and java,PVS-Studio: Static Code Analysis for C C++C# and Java
text-mining approach for estimating vulnerability score,"Yamamoto Y., Miyamoto D., Nakayama M., Text-mining approach for estimating vulnerability score, 2015 4th International Workshop on Building Analysis Datasets and Gathering Experience Returns for Security (BADGERS)[C], Piscataway, NJ, pp. 67-73, (2015)"
static analysis of source code security: assessment of tools against samate tests,"Diaz G., Bermejo J.R., Static analysis of source code security: Assessment of tools against samate tests, Information and Software Technology, 55, 8, pp. 1462-1476, (2013)"
adversarial examples in rf deep learning: detection and physical robustness,"Kokalj-Filipovic S., Miller R., Vanhoy G., Adversarial examples in rf deep learning: Detection and physical robustness, Proc. Ieee Global Conf. Signal Inf. Process. (GlobalSIP), pp. 1-5, (2019)"
han-bsvd: a hierarchical attention network for binary software vulnerability detection,"Yan H., Luo S., Pan L., Zhang Y., HAN-BSVD: a hierarchical attention network for binary software vulnerability detection, Comput. Secur., 108, (2021)"
rough-auditing-tool-for-security.,Rough-Auditing-Tool-For-Security.
vulnerability extrapolation: assisted discovery of vulnerabilities using machine learning,"Yamaguchi F., Lindner F., Rieck K., Vulnerability extrapolation: Assisted discovery of vulnerabilities using machine learning, Proceedings of the 5th USENIX conference on Ofensive technologies, pp. 13-13, (2011)"
stackguard: automatic adaptive detection and prevention of buffer-overflow attacks,"Cowan C., Pu C., Maier D., Hintony H., Walpole J., Bakke P., Beattie S., Grier A., Wagle P., Zhang Q., StackGuard: Automatic adaptive detection and prevention of buffer-overflow attacks, Proceedings of the 7th Conference on USENIX Security Symposium - Volume 7 (SSYM’98), (1998)"
graph vulnerability and robustness: a survey,"Freitas S., Yang D., Kumar S., Tong H., Horng Chau D., Graph vulnerability and robustness: A survey, TKDE, (2022)"
machine-learning supported vulnerability detection in source code,"Sonnekalb T., Machine-learning supported vulnerability detection in source code, Proceedings of the ACM joint meeting on european software engineering conference and symposium on the foundations of software engineering, ESEC/SIGSOFT FSE 2019, tallinn, estonia, august 26-30, 2019, pp. 1180-1183, (2019)"
an approach for predicting multiple-type overflow vulnerabilities based on combination features and a time series neural network algorithm,"Zheng Z., Zhang B., Liu Y., Et al., An approach for predicting multiple-type overflow vulnerabilities based on combination features and a time series neural network algorithm, Comput. Secur., 114, (2022)"
an empirical study of deep learning models for vulnerability detection,"Steenhoek B., Rahman M.M., Jiles R., Le W., An empirical study of deep learning models for vulnerability detection, 2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE). IEEE, pp. 2237-2248, (2023)"
cross-project vulnerability prediction based on software metrics and deep learning,"Kalouptsoglou I., Siavvas M., Tsoukalas D., Et al., Cross-project vulnerability prediction based on software metrics and deep learning, Proceedings of the ICCSA, Cagliari, Italy, pp. 877-893, (2020)"
vulnerability detection with deep learning,"Wu F., Wang J., Liu J., Wang W., Vulnerability detection with deep learning, Proc. 3rd Ieee Int. Conf. Comput. Commun. (ICCC), pp. 1298-1302, (2017)"
a survey of static analysis methods for identifying security vulnerabilities in software systems,"Pistoia M., Chandra S., Fink S.J., Yahav E., A survey of static analysis methods for identifying security vulnerabilities in software systems, IBM Systems Journal, 46, 2, pp. 265-288, (2007)"
cerebro: context-aware adaptive fuzzing for effective vulnerability detection,"Li Y., Xue Y., Chen H., Wu X., Zhang C., Xie X., Wang H., Liu Y., Cerebro: context-aware adaptive fuzzing for effective vulnerability detection, Proceedings of the 2019 27th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering, pp. 533-544, (2019)"
applying deep learning for discovery and analysis of software vulnerabilities: a brief survey,"Singh S.K., Chaturvedi A., Applying deep learning for discovery and analysis of software vulnerabilities: A brief survey, Soft Computing: Theories and Applications, pp. 649-658, (2020)"
predicting vulnerability in large codebases with deep code representation,"Tanwar A., Sundaresan K., Ashwath P., Ganesan P., Chandrasekaran S.K., Ravi S., Predicting Vulnerability in Large Codebases with Deep Code Representation, (2020)"
a survey on data-driven software vulnerability assessment and prioritization,"Le T.H.M., Chen H., Babar M.A., A survey on data-driven software vulnerability assessment and prioritization, ACM Comput. Surv., 55, 5, pp. 1-39, (2022)"
mvp: detecting vulnerabilities using patch-enhanced vulnerability signatures,"Xiao Y., Chen B., Yu C., Xu Z., Yuan Z., Li F., Liu B., Liu Y., Huo W., Zou W., Shi W., MVP: Detecting vulnerabilities using patch-enhanced vulnerability signatures, 29th Usenix Security Symposium (USENIX Security 20), pp. 1165-1182, (2020)"
software vulnerability detection based on code coverage and test cost,"Shuai B., Li H., Zhang L., Zhang Q., Tang C., Software vulnerability detection based on code coverage and test cost, 2015 11th International Conference on Computational Intelligence and Security (CIS), pp. 317-321, (2015)"
pattern-based vulnerability discovery,"Yamaguchi F., Pattern-based vulnerability discovery, (2015)"
securify: practical security analysis of smart contracts,"Tsankov P., Dan A.M., Drachsler-Cohen D., Gervais A., Buenzli F., Vechev M.T., Securify: Practical security analysis of smart contracts, Proceedings of the 2018 ACM SIGSAC Conference on Computer and Communications Security, (2018)"
vuldetector: detecting vulnerabilities using weighted feature graph comparison,"Cui L., Zhiyu H., Yang J., Fei H., Yun X., Vuldetector: Detecting vulnerabilities using weighted feature graph comparison, IEEE Transactions on Information Forensics and Security, 16, pp. 2004-2017, (2020)"
on the capability of static code analysis to detect security vulnerabilities,"Goseva-Popstojanova K., Perhinschi A., On the capability of static code analysis to detect security vulnerabilities, Information and Software Technology, 68, pp. 18-33, (2015)"
understanding stack overflow code fragments,"Treude C., Robillard M.P., Understanding stack overflow code fragments, Proc. IEEE Int. Conf. Softw. Maintenance Evol., pp. 509-513, (2017)"
software vulnerability prediction using text analysis techniques,"Hovsepyan A., Scandariato R., Joosen W., Walden J., Software vulnerability prediction using text analysis techniques, Proceedings of the 4th international workshop on Security measurements and metrics, pp. 7-10, (2012)"
automating user notice generation for smart contract functions,"Hu X., Gao Z., Xia X., Lo D., Yang X., Automating user notice generation for smart contract functions, Proc. IEEE/ACM 36th Int. Conf. Automated Softw. Eng, pp. 5-17, (2021)"
vuldeelocator: a deep learning-based fine-grained vulnerability detector,"Li Z., Zou D., Xu S., Chen Z., Zhu Y., Jin H., VulDeeLocator: A Deep Learning-based Fine-grained Vulnerability Detector, 2, pp. 1-15, (2020)"
prompt as triggers for backdoor attack: examining the vulnerability in language models,"Zhao S., Wen J., Tuan L.A., Zhao J., Fu J., Prompt as triggers for backdoor attack: Examining the vulnerability in language models, (2023)"
a lightweight assisted vulnerability discovery method using deep neural networks,"Li R., Feng C., Zhang X., Et al., A lightweight assisted vulnerability discovery method using deep neural networks, IEEE Access, 7, pp. 80079-80092, (2019)"
a conceptual replication on predicting the severity of software vulnerabilities,"Sahin S., Tosun A., A conceptual replication on predicting the severity of software vulnerabilities, Proceedings of the Evaluation and Assessment on Software Engineering[C], New York, NY, pp. 244-250, (2019)"
a survey on ethereum systems security: vulnerabilities,"Chen H., Pendleton M., Njilla L., Xu S., A survey on ethereum systems security: Vulnerabilities, attacks, and defenses, ACM Computing Surveys (CSUR), 53, 3, pp. 1-43, (2020)"
security analysis of the owasp benchmark with julia,"Burato E., Ferrara P., Spoto F., Security analysis of the OWASP benchmark with julia, In: Proceedings of ITASEC17, the Rst Italian Conference on Security, (2017)"
to fear or not to fear that is the question: code characteristics of a vulnerable functionwith an existing exploit,"Younis A.A., Malaiya Y.K., Anderson C., Ray I., To fear or not to fear that is the question: Code characteristics of a vulnerable functionwith an existing exploit, Proceedings of the Sixth ACM on Conference on Data and Application Security and Privacy, CODASPY 2016, New Orleans, la, USA, March 9-11, 2016, pp. 97-104, (2016)"
the importance of accounting for real-world labelling when predicting software vulnerabilities,"Jimenez M., Rwemalika R., Papadakis M., Sarro F., Le Traon Y., Harman M., The importance of accounting for real-world labelling when predicting software vulnerabilities, Proceedings of the 2019 27th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering, ESEC/FSE 2019, pp. 695-705, (2019)"
semantic code search for smart contracts,"Shi C., Xiang Y., Yu J., Gao L., Semantic code search for smart contracts, (2021)"
a survey of automatic software vulnerability detection,"Shen Z., Chen S., A survey of automatic software vulnerability detection, program repair, and defect prediction techniques, Secur Commun Netw, 2020, pp. 1-16, (2020)"
finding a needle in a haystack: automated mining of silent vulnerability fixes,"Zhou J., Pacheco M., Wan Z., Xia X., Lo D., Wang Y., Hassan A.E., Finding a needle in a haystack: Automated mining of silent vulnerability fixes, 2021 36th IEEE/ACM International Conference on Automated Software Engineering (ASE). IEEE, pp. 705-716, (2021)"
evaluating how static analysis tools can reduce code review effort,"Singh D., Sekar V.R., Stolee K.T., Johnson B., Evaluating how static analysis tools can reduce code review effort, 2017 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC), pp. 101-105, (2017)"
the history of the !exploitable crash analyzer-security research & defence,The History of the !Exploitable Crash Analyzer-Security Research & Defence
smashing smart contracts for fun and real profit,"Mueller B., Smashing smart contracts for fun and real profit, 9th annual HITB Security Conference, pp. 2-51"
smart contract vulnerability detection: from pure neural network to interpretable graph feature and expert pattern fusion,"Liu Z., Qian P., Wang X., Zhu L., He Q., Ji S., Smart contract vulnerability detection: From pure neural network to interpretable graph feature and expert pattern fusion, (2021)"
the state of open source security report,"Tal L., The state of open source security report, Snyk, (2019)"
cyber vulnerability intelligence for iot binary,"Liu S., Dibaei M., Tai Y., Chen C., Zhang J., Xiang Y., Cyber vulnerability intelligence for IoT binary, Ieee Trans. Ind. Informat"
zero to one takes you deeper into the log4j2 jndi rce cve-2021-44228 vulnerability,"FreeBuf Network Security Industry Portal Z., Zero to One takes you deeper into the log4j2 Jndi RCE CVE-2021-44228 vulnerability, (2023)"
character-level convolutional neural network for predicting severity of software vulnerability from vulnerability description[j],"NAKAGAWA S., NAGAI T., KANEHARA H., Et al., Character-level convolutional neural network for predicting severity of software vulnerability from vulnerability description[J], IEICE Trans. Inf. Syst., E102-D, 9, pp. 1679-1682, (2019)"
vdsimilar: vulnerability detection based on code similarity of vulnerabilities and patches,"Sun H., Cui L., Li L., Ding Z., Hao Z., Cui J., Liu P., VDSimilar: Vulnerability detection based on code similarity of vulnerabilities and patches, Comput. Secur., 110, (2021)"
proving conditional termination for smart contracts,"Chanh Le T., Xu L., Chen L., Shi W., Proving Conditional Termination for Smart Contracts, Proceedings of the 2nd ACM Workshop on Blockchains, Cryptocurrencies, and Contracts, BCC@AsiaCCS 2018, pp. 57-59, (2018)"
taming the static analysis beast,"Toman J., Grossman D., Taming the static analysis beast, 2nd Summit on Advances in Programming Languages (SNAPL 2017) (Leibniz International Proceedings in Informatics (LIPIcs)), 71, pp. 181-1814, (2017)"
detecting vulnerability in source code using cnn and lstm network [j],"Guo J., Wang Z., Li H., Et al., Detecting vulnerability in source code using CNN and LSTM network [J], Soft Computing, pp. 1-11, (2021)"
dekant: a static analysis tool that learns to detect web application vulnerabilities,"Medeiros I., Neves N., Correia M., DeKant: A static analysis tool that learns to detect web application vulnerabilities, Proceedings of The 25th International Symposium on Software Testing and Analysis, Ser. ISSTA 2016, pp. 1-11, (2016)"
a study of c/c++ code weaknesses on stack overflow,"Zhang H., Wang S., Li H., Chen T.-H.P., Hassan A.E., A study of C/C++ code weaknesses on stack overflow, IEEE Trans. Software Eng., (2021)"
smart contract vulnerability detection using graph neural network,"Zhuang Y., Liu Z., Qian P., Liu Q., Wang X., He Q., Smart contract vulnerability detection using graph neural network, Proceedings of the Twenty-Ninth International Joint Conference on Artificial Intelligence, IJCAI 2020, pp. 3283-3290, (2020)"
an empirical study of high-impact factors for machine learning-based vulnerability detection,"Zheng W., Gao J., Wu X., Xun Y., Liu G., Chen X., An Empirical Study of High-Impact Factors for Machine Learning-Based Vulnerability Detection, pp. 26-34, (2020)"
vulnerability disclosure in the age of social media: exploiting twitter for predicting real-world exploits,"Sabottke C., Suciu O., Dumitras T., Vulnerability disclosure in the age of social media: Exploiting Twitter for predicting real-world exploits, Proc. Usenix Secur. Symp., pp. 1041-1056, (2015)"
deep learning based feature envy detection,"Liu H., Xu Z., Zou Y., Deep learning based feature envy detection, Proceedings of the 33rd ACM/IEEE International Conference on Automated Software Engineering, pp. 385-396, (2018)"
evaluation of static analysis tools for finding vulnerabilities in java and c/c++ source code,"Mahmood R., Mahmoud Q.H., Evaluation of Static Analysis Tools for Finding Vulnerabilities in Java and C/c++ Source Code, (2018)"
a performance evaluation of deep-learnt features for software vulnerability detection,"Ban X., Liu S., Chen C., Chua C., A performance evaluation of deep-learnt features for software vulnerability detection, Concurrency Comput., Practice Experience, 31, (2019)"
ethor: practical and provably sound static analysis of ethereum smart contracts,"Schneidewind C., Grishchenko I., Scherer M., Maffei M., ethor: Practical and provably sound static analysis of ethereum smart contracts, the 2020 ACM SIGSAC Conference on Computer and Communications Security, pp. 621-640, (2020)"
