Title,Full Reference
dam hoa khanh,"Dam Hoa Khanh, Tran Truyen, Pham Trang, A deep language model for software code, FSE 2016: Proceedings of the Foundations Software Engineering International Symposium [The Conference], (2016)"
li x.-y.,"Xue S., Zhang L., Li A., Li X.-Y., Ruan C., Huang W., Appdna: App behavior profiling via graph-based deep learning, IEEE INFOCOM 2018-IEEE Conference on Computer Communications, pp. 1475-1483, (2018)"
zhou z.-h.,""
ahmad wasi,""
mybatis,Mybatis
lewis mike,""
youm klaus changsun,"Youm Klaus Changsun, Ahn June, Lee Eunseok, Improved bug localization based on code change histories and bug reports, Information and Software Technology, 82, pp. 177-192, (2017)"
jiang j.-y.,"Jiang J.-Y., Cheng P.-J., Wang W., Open source repository recommendation in social coding, SIGIR, pp. 1173-1176, (2017)"
peng han,"Peng Han, Li Ge, Wang Wenhan, Zhao Yunfei, Jin Zhi, Integrating tree path in transformer for code representation, Advances in Neural Information Processing Systems 34: Annual Conference on Neural Information Processing Systems 2021, virtual, pp. 9343-9354, (2021)"
liu t.-y.,""
jiang siyuan,""
he p,""
tang m.-h.,"Tang M.-H., Kao M.-H., Chen M.-H., An empirical study on object-oriented metrics, Proceedings Sixth International Software Metrics Symposium (Cat. No. PR00403), pp. 242-249, (1999)"
yang c.-s.,"Salton G., Wong A., Yang C.-S., A vector space model for automatic indexing, Commun. ACM, 18, 11, pp. 613-620, (1975)"
wang yue,""
itext,"Itext, (2021)"
jo j.-w.,"Jo J.-W., Chang B.-M., Yi K., Choe K.-M., An uncaught exception analysis for Java, Journal of Systems and Software, 72, 1, pp. 59-69, (2004)"
zhang j.-l.,"Zhang J.-L., Xie R., Ye W., Zhang Y.-H., Zhang S.-K., Exploiting code knowledge graph for bug localization via bi-directional attention, Proceedings of the 28Th International Conference on Program Comprehension, pp. 219-229, (2020)"
hosseini s,"Hosseini S, Turhan B., A comparison of similarity based instance selection methods for cross project defect prediction[C], 36th ACM/SIGAPP Symposium on Applied Computing, pp. 1455-1464, (2021)"
lou j.-g.,""
chopra sumit,"Chopra Sumit, Auli Michael, Rush Alexander M, Abstractive sentence summarization with attentive recurrent neural networks, Proceedings of the 2016 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, pp. 93-98, (2016)"
cozzetti sergio,"Cozzetti Sergio, de Souza B., Anquetil Nicolas, de Oliveira Kathia Marcal, A study of the documentation essential to software maintenance, Proceedings of the 23rd Annual International Conference on Design of Communication: documenting & Designing for Pervasive Information, SIGDOC 2005, pp. 68-75, (2005)"
wei h.-h.,""
singh kochhar pavneet,"Singh Kochhar Pavneet, Tian Yuan, Lo David, Potential biases in bug localization: Do they matter?, Proceedings of the 29th ACM/IEEE International Conference on Automated Software Engineering, pp. 803-814, (2014)"
liu zhongxin,"Liu Zhongxin, Xia Xin, Hassan Ahmed E, Lo David, Xing Zhenchang, Wang Xinyu, Neural-machine-translation-based commit message generation: how far are we?, Proceedings of the 33rd ACM/IEEE International Conference on Automated Software Engineering, pp. 373-384, (2018)"
infer,""
fernandes patrick,"Fernandes Patrick, Allamanis Miltiadis, Brockschmidt Marc, Structured neural summarization, International Conference on Learning Representations, (2019)"
li yujia,"Li Yujia, Tarlow Daniel, Brockschmidt Marc, Zemel Richard S., Gated graph sequence neural networks, ICLR, (2016)"
mou lili,"Mou Lili, Li Ge, Zhang Lu, Wang Tao, Jin Zhi, Convolutional neural networks over tree structures for programming language processing, Proceedings of the 30th AAAI Conference on Artificial Intelligence, pp. 1287-1293, (2016)"
xu zhaogui,"Xu Zhaogui, Zhang Xiangyu, Chen Lin, Pei Kexin, Xu Baowen, Python probabilistic type inference with natural language support, Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering, pp. 607-618, (2016)"
peng dinglan,"Peng Dinglan, Zheng Shuxin, Li Yatao, Ke Guolin, He Di, Liu Tie-Yan, How could neural networks understand programs?, ICML 2021, (2021)"
chen l.-c.,"Chen L.-C., Zhu Y., Papandreou G., Schroff F., Adam H., Encoderdecoder with atrous separable convolution for semantic image segmentation, Proceedings of the European conference on computer vision (ECCV), pp. 801-818, (2018)"
cho kyunghyun,"Jean Sebastien, Cho Kyunghyun, Memisevic Roland, Bengio Yoshua, On using very large target vocabulary for neural machine translation, (2014)"
zhu yuxiang,"Zhu Yuxiang, Pan Minxue, Automatic code summarization: A systematic literature review, (2019)"
lin y.-r.,"Sahebi S., Lin Y.-R., Brusilovsky P., Tensor factorization for student modeling and performance prediction in unstructured domain, Proceedings of the 9th International Conference on Educational Data Mining. IEDMS, pp. 502-506, (2016)"
bengio samy,"Bengio Samy, Vinyals Oriol, Jaitly Navdeep, Shazeer Noam, Scheduled sampling for sequence prediction with recurrent neural networks, Advances in Neural Information Processing Systems, pp. 1171-1179, (2015)"
zhou yaqin,"Zhou Yaqin, Liu Shangqing, Siow Jingkai, Du Xiaoning, Liu Yang, Devign: Effective vulnerability identification by learning comprehensive program semantics via graph neural networks, Advances in Neural Information Processing Systems, pp. 10197-10207, (2019)"
shi s.-t.,""
bahdanau dzmitry,"Bahdanau Dzmitry, Cho Kyunghyun, Bengio Yoshua, Neural machine translation by jointly learning to align and translate, (2014)"
composer,"Khliupko V., Composer, pp. 43-50, (2017)"
wong chu-pan,"Wong Chu-Pan, Xiong Yingfei, Zhang Hongyu, Hao Dan, Zhang Lu, Mei Hong, Boosting bug-report-oriented fault localization with segmentation and stack-trace analysis, 30th IEEE International Conference on Software Maintenance and Evolution, pp. 181-190, (2014)"
cummins chris,"Cummins Chris, Fisches Zacharias V., Ben-Nun Tal, Hoefler Torsten, O'Boyle Michael F. P., Leather Hugh, Programl: A graph-based program representation for data flow analysis and compiler optimizations, ICML 2021, (2021)"
clevert d.-a.,"Clevert D.-A., Unterthiner T., Hochreiter S., Fast and accurate deep network learning by exponential linear units (ELUs), (2015)"
blended,"Wang K., Su Z., Blended, precise semantic program embeddings, Proceedings of the 41st Acm Sigplan International Conference on Programming Language Design and Implementation (PLDI '20), (2020)"
jangda abhinav,"Jangda Abhinav, Anand Gaurav, Predicting variable types in dynamically typed programming languages, (2019)"
ancona davide,"Ancona Davide, Zucca Elena, Principal typings for java-like languages, ACM SIGPLAN Notices, 39, pp. 306-317, (2004)"
han q.-l.,""
brody shaked,""
ba jimmy,"Kingma Diederik P., Ba Jimmy, Adam: A method for stochastic optimization, 3rd International Conference on Learning Representations, ICLR 2015, (2015)"
luo x.-p.,"Xu Z., Pang S., Zhang T., Luo X.-P., Liu J., Tang Y.-T., Yu X., Xue L., Cross project defect prediction via balanced distribution adaptation based transfer learning, J. Comput. Sci. Tech., 34, 5, pp. 1039-1062, (2019)"
hp fortify,"HP Fortify, (2020)"
wasserstein auto-encoders,"Tolstikhin I., Bousquet O., Gelly S., Schoelkopf B., Wasserstein auto-encoders, ICLR, (2018)"
jsprit,Jsprit
wong edmund,""
luong minh-thang,"Luong Minh-Thang, Pham Hieu, Manning Christopher D, Effective approaches to attention-based neural machine translation, (2015)"
kajko-mattsson mira,"Kajko-Mattsson Mira, A survey of documentation practice within corrective maintenance, Empirical Software Engineering, 10, 1, pp. 31-55, (2005)"
ma yi-fan,"Ma Yi-Fan, Li Ming, The flowing nature matters: feature learning from the control flow graph of source code for bug localization, Machine Learning, 111, 3, pp. 853-870, (2022)"
hu xing,""
hochreiter sepp,"Hochreiter Sepp, Schmidhuber Jurgen, Long short-term memory, Neural computation, 9, 8, pp. 1735-1780, (1997)"
fischer michael,"Fischer Michael, Pinzger Martin, Gall Harald, Populating a release history database from version control and bug tracking systems, International Conference on Software Maintenance, pp. 23-32, (2003)"
liu shangqing,""
pmd,""
zhang jing-lei,"Zhang Jing-Lei, Xie Rui, Ye Wei, Zhang Yu-Han, Zhang Shi-Kun, Exploiting code knowledge graph for bug localization via bi-directional attention, Proceedings of the 28th International Conference on Program Comprehension, pp. 219-229, (2020)"
chang k.c.-c.,"Cai H., Zheng V.W., Chang K.C.-C., A comprehensive survey of graph embedding: Problems, techniques, and applications, IEEE Trans. Knowl. Data Eng., 30, 9, pp. 1616-1637, (2018)"
manzagol p.-a.,""
chen c.-l.,"Weng W., Chen C.-L., Shunxiang W., Li Y.-W., Wen J., An efficient stacking model of multi-label classification based on Pareto optimum, IEEE Access, 7, pp. 127427-127437, (2019)"
leetcode,Leetcode
zaremba wojciech,"Zaremba Wojciech, Sutskever Ilya, Learning to execute, CoRR, (2014)"
allamanis miltiadis,""
kwok j.t.-y.,"Guo X., Yao Q., Kwok J.T.-Y., Efficient sparse low-rank tensor completion using the Frank-Wolfe algorithm, Proceedings of the thirty-first AAAI conference on artificial intelligence, pp. 1948-1954, (2017)"
krizhevsky alex,"Krizhevsky Alex, Sutskever Ilya, Hinton Geoffrey E, Imagenet classification with deep convolutional neural networks, Advances in neural information processing systems, 25, pp. 1097-1105, (2012)"
kaiser,"Vaswani A., Shazeer N., Parmar N., Uszkoreit J., Jones L., Gomez A. N., Kaiser, Polosukhin I., Attention is all you need, Advances in neural information processing systems, pp. 5998-6008, (2017)"
cheung s.-c.,""
liang hongliang,"Liang Hongliang, Hang Dengji, Li Xiangyu, Modeling function-level interactions for file-level bug localization, Empirical Software Engineering, 27, 7, (2022)"
cho j.-h.,"Pendleton M., Garcia-Lebron R., Cho J.-H., Xu S., A survey on systems security metrics, ACM Computing Surveys (CSUR), 49, 4, pp. 1-35, (2016)"
pouchet l.-n.,"Chen Z., Kommrusch S. J., Tufano M., Pouchet L.-N., Poshyvanyk D., Monperrus M., Sequencer: Sequence-to-sequence learning for endto-end program repair, IEEE Transactions on Software Engineering, (2019)"
zeng c,""
wu zonghan,"Wu Zonghan, Pan Shirui, Chen Fengwen, Long Guodong, Zhang Chengqi, Yu Philip S, A comprehensive survey on graph neural networks, IEEE transactions on neural networks and learning systems, 32, 1, pp. 4-24, (2020)"
husain hamel,"Husain Hamel, Wu Ho-Hsiang, Gazit Tiferet, Allamanis Miltiadis, Brockschmidt Marc, Codesearchnet challenge: Evaluating the state of semantic code search, (2019)"
ying chengxuan,"Ying Chengxuan, Cai Tianle, Luo Shengjie, Zheng Shuxin, Ke Guolin, He Di, Shen Yanming, Liu Tie-Yan, Do transformers really perform badly for graph representation?, Advances in Neural Information Processing Systems, 34, pp. 28877-28888, (2021)"
kawarabayashi k.-i.,"Xu K., Li C., Tian Y., Sonobe T., Kawarabayashi K.-i., Jegelka S., Representation learning on graphs with jumping knowledge networks, International conference on machine learning. PMLR, pp. 5453-5462, (2018)"
bierman gavin,"Bierman Gavin, Abadi Martin, Torgersen Mads, Understanding typescript, ECOOP 2014 - Object-Oriented Programming, pp. 257-281, (2014)"
koehn philipp,"Koehn Philipp, Pharaoh: A beam search decoder for phrase-based statistical machine translation models, Machine Translation: From Real Users to Research, 6th Conference of the Association for Machine Translation in the Americas, AMTA 2004, pp. 115-124, (2004)"
ffmpeg,"Anon U., FFmpeg, (2022)"
chua t.-s.,""
chen an ran,"Chen An Ran, Chen Tse-Hsun, Wang Shaowei, Pathidea: Improving information retrieval-based bug localization by re-constructing execution paths using logs, IEEE Transactions on Software Engineering, 48, 8, pp. 2905-2919, (2022)"
yao ziyu,"Yao Ziyu, Peddamail Jayavardhan Reddy, Sun Huan, Coacor: Code annotation for code retrieval with reinforcement learning, The World Wide Web Conference, WWW 2019, pp. 2203-2214, (2019)"
wan yao,"Wan Yao, Zhao Zhou, Yang Min, Xu Guandong, Ying Haochao, Wu Jian, Yu Philip S, Improving automatic source code summarization via deep reinforcement learning, Proceedings of the 33rd ACM/IEEE International Conference on Automated Software Engineering, pp. 397-407, (2018)"
hindle abram,"Hindle Abram, Barr Earl T., Su Zhendong, Gabel Mark, Devanbu Premkumar, On the naturalness of software, Proceedings of the 34th International Conference on Software Engineering, ICSE'12, pp. 837-847, (2012)"
hellendoorn vincent j,""
yamaguchi fabian,"Yamaguchi Fabian, Golde Nico, Arp Daniel, Rieck Konrad, Modeling and discovering vulnerabilities with code property graphs, 2014 IEEE Symposium on Security and Privacy, SP 2014, pp. 590-604, (2014)"
nguyen anh tuan,""
kipf thomas n,""
eddy brian p,"Eddy Brian P, Robinson Jeffrey A, Kraft Nicholas A, Carver Jeffrey C, Evaluating source code summarization techniques: Replication and expansion, 2013 21st International Conference on Program Comprehension (ICPC), pp. 13-22, (2013)"
huo xuan,""
zhou y.-q.,"Zhou Y.-Q., Liu S.-Q., Siow J., Du X.-N., Liu Y., Devign: Effective vulnerability identification by learning comprehensive program semantics via graph neural networks, In Advances in Neural Information Processing Systems, 32, pp. 10197-10207, (2019)"
vitousek michael m,"Vitousek Michael M, Kent Andrew M, Siek Jeremy G, Baker Jim, Design and evaluation of gradual typing for python, ACM SIGPLAN Notices, 50, pp. 45-56, (2014)"
zhu ming,"Zhu Ming, Suresh Karthik, Reddy Chandan K., Multilingual code snippets training for program translation, Proceedings of the Thirty-Sixth AAAI Conference on Artificial Intelligence, Virtual Event, pp. 11783-11790, (2022)"
jdeodorant,JDeodorant
lyapunov exponent,"POLITI A., Lyapunov exponent, Scholarpedia, 8, 3, (2013)"
automatic differentiation in pytorch,"Paszke A., Gross S., Chintala S., Chanan G., Yang E., DeVito Z., Lin Z., Desmaison A., Antiga L., Lerer A., Automatic Differentiation in PyTorch, NIPS 2017 Workshop on Autodiff, (2017)"
wen ming,"Wen Ming, Wu Rongxin, Cheung Shing-Chi, Locus: locating bugs from software changes, Proceedings of the 31st IEEE/ACM International Conference on Automated Software Engineering, pp. 262-273, (2016)"
lecun yann,""
vinyals oriol,"Vinyals Oriol, Fortunato Meire, Jaitly Navdeep, Pointer networks, Advances in neural information processing systems, pp. 2692-2700, (2015)"
pyg,PyG
farhadi ali,"Farhadi Ali, Endres Ian, Hoiem Derek, Forsyth David, Describing objects by their attributes, CVPR, (2017)"
lin s.-w.,""
xhonneux l.-p.,"Xhonneux L.-P., Qu M., Tang J., Continuous Graph Neural Networks, International Conference on Machine Learning, pp. 10432-10441, (2020)"
berg den r.van.,"Schlichtkrull M., Kipf T.N., Bloem P., Berg Den R.Van., Titov I., Welling M., Modeling relational data with graph convolutional networks, Proc. Eur. Semantic Web Conf. Crete, pp. 593-607, (2018)"
valerio miceli barone antonio,"Valerio Miceli Barone Antonio, Sennrich Rico, A parallel corpus of python functions and documentation strings for automated code documentation and code generation, (2017)"
malik rabee sohail,"Malik Rabee Sohail, Patra Jibesh, Pradel Michael, Nl2type: inferring javascript function types from natural language information, Proceedings of the 41st International Conference on Software Engineering, pp. 304-315, (2019)"
fejzer mikolaj,"Fejzer Mikolaj, Narebski Jakub, Przymus Piotr, Stencel Krzysztof, Tracking buggy files: New efficient adaptive bug localization algorithm, IEEE Transactions on Software Engineering, 48, 7, pp. 2557-2569, (2022)"
wang xiaolong,"Wang Xiaolong, Ye Yufei, Gupta Abhinav, Zero-shot recognition via semantic embeddings and knowledge graphs, CVPR, (2018)"
wei bolin,""
ollivier's ricci curvature,"Jurgen J., Liu S., Ollivier's Ricci Curvature, Local Clustering and Curvature-Dimension Inequalities on Graphs, Discr. Comput. Geometry, 51, pp. 300-322, (2014)"
see abigail,"See Abigail, Liu Peter J., Manning Christopher D., Get to the point: Summarization with pointer-generator networks, Proceedings of the 55th Annual Meeting of the Association for Computational Linguistics, ACL 2017, pp. 1073-1083, (2017)"
hu s.-w.,"He P., Wang P., Li B., Hu S.-W., An evolution analysis of software system based on multi-granularity software network, Acta Electon. Sin., 46, 2, (2018)"
progpilot,"Progpilot, (2017)"
liu yinhan,""
loshchilov ilya,"Loshchilov Ilya, Hutter Frank, Decoupled weight decay regularization, 7th International Conference on Learning Representations, (2019)"
yang c.-h.h.,"Yang C.-H.H., Qi J., Chen S.Y.-C., Chen P.-Y., Siniscalchi S.M., Ma X., Lee C.-H., Decentralizing feature extraction with quantum convolutional neural network for automatic speech recognition, ICASSP 2021-2021 IEEE International Conference on Acoustics, Speech and Signal Processing, ICASSP, pp. 6523-6527, (2021)"
le triet hm,"Le Triet HM, Chen Hao, Babar Muhammad Ali, Deep learning for source code modeling and generation: Models, applications, and challenges, ACM Computing Surveys (CSUR), 53, 3, pp. 1-38, (2020)"
bellman richard,"Bellman Richard, Dynamic programming, Science, 153, 3731, pp. 34-37, (1966)"
kim c.-j.,""
kruskal-wallis test,"McKight P.E., Najab J., Kruskal-Wallis test, The Corsini Ency-Clopedia of Psychology., (2010)"
sharp nearby,"Khandelwal U., He H., Qi P., Jurafsky D., Sharp nearby, fuzzy far away: How neural language models use context, Proceedings of the 56Th Annual Meeting of the Association for Computational Linguistics, 1, pp. 284-294, (2018)"
yahav,""
rats,""
rumelhart david e,"Rumelhart David E, Hinton Geoffrey E, Williams Ronald J, Learning representations by back-propagating errors, nature, 323, 6088, pp. 533-536, (1986)"
zhang wen,"Zhang Wen, Li Ziqiang, Wang Qing, Li Juan, Finelocator: A novel approach to method-level fine-grained bug localization by query expansion, Information Software Technology, 110, pp. 121-135, (2019)"
carrier p.-l.,"Carrier P.-L., Cho K., LSTM Networks for Sentiment Analysis: Deeplearning 0.1 Documentation, (2018)"
falleri j.-r.,"Foucault M., Falleri J.-R., Blanc X., Code ownership in opensource software, Proceedings of the 18th International Conference On Evaluation and Assessment in Software Engineering, (2014)"
guo daya,""
li l.-j.,"Deng J., Dong W., Socher R., Li L.-J., Li K., Fei-Fei L., Imagenet: A large-scale hierarchical image database, 2009 IEEE conference on computer vision and pattern recognition. Ieee, pp. 248-255, (2009)"
kao c.-y.,"Fischer F., Xiao H., Kao C.-Y., Stachelscheid Y., Johnson B., Razar D., Fawkesley P., Buckley N., Bottinger K., Muntean P., Et al., Stack overflow considered helpful! deep learning security nudges towards stronger cryptography, 28th {USENIX} Security Symposium ({USENIX} Security 19), pp. 339-356, (2019)"
chu d.-h.,"Luu L., Chu D.-H., Olickel H., Saxena P., Hobor A., Making Smart Contracts Smarter, 23rd Acm Conference on Computer and Communications Security (CCS), (2016)"
zhu w.-j.,"Papineni K., Roukos S., Ward T., Zhu W.-J., Bleu: A method for automatic evaluation of machine translation, Proceedings of the 40th annual meeting of the Association for Computational Linguistics, pp. 311-318, (2002)"
