Title,Full Reference
horn clause queries and generalizations,"Chandra A.K., Harel D., Horn clause queries and generalizations, J. Log. Program, 2, 1, pp. 1-15, (1985)"
m2ts: multi-scale multi-modal approach based on transformer for source code summarization,"Gao Y., Lyu C., M2ts: Multi-scale multi-modal approach based on transformer for source code summarization, Proceedings of the 30th IEEE/ACM International Conference on Program Comprehension, pp. 24-35, (2022)"
a primer in bertology: what we know about how bert works,"Rogers A., Kovaleva O., Rumshisky A., A Primer in BERTology: What We Know about How BERT Works, Transactions of the Association for Computational Linguistics, 8, pp. 842-866, (2020)"
reinforcement-learning-guided source code summarization using hierarchical attention,"Wang Wenhua, Zhang Yuqun, Sui Yulei, Wan Yao, Zhao Zhou, Wu Jian, Yu Philip S., Xu Guandong, Reinforcement-learning-guided source code summarization using hierarchical attention, IEEE Trans. Software Eng, 48, 2, pp. 102-119, (2022)"
recommendations for datasets for source code summarization,"LeClair A., McMillan C., Recommendations for datasets for source code summarization, Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, NAACL-HLT 2019, pp. 3931-3937, (2019)"
abstract syntax networks for code generation and semantic parsing,"Rabinovich M., Stern M., Klein D., Abstract Syntax Networks for Code Generation and Semantic Parsing, Proceedings of the 55th Annual Meeting of the Association for Computational Linguistics, pp. 1139-1149, (2017)"
using semantic unification to generate regular expressions from natural language,"Kushman N., Barzilay R., Using semantic unification to generate regular expressions from natural language, Proceedings of the 2013 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, pp. 826-836, (2013)"
effective approaches to combining lexical and syntactical information for code summarization,"Zhou Z., Yu H., Fan G., Effective approaches to combining lexical and syntactical information for code summarization, Softw Pract Exp, 50, 12, pp. 2313-2336, (2020)"
deep code comment generation,"Hu X., Li G., Xia X., Lo D., Jin Z., Deep code comment generation, 2018 IEEE/ACM 26th International Conference on Program Comprehension (ICPC). IEEE, pp. 200-20010, (2018)"
generating parameter comments and integrating with method summaries,"Sridhara G., Pollock L., Vijay-Shanker K., Generating parameter comments and integrating with method summaries, Proc. IEEE 19th Int. Conf. Prog. Comprehension, pp. 71-80, (2011)"
a grammar- based structural cnn decoder for code generation,"Sun Z., Zhu Q., Mou L., Xiong Y., Li G., Zhang L., A grammar- based structural CNN decoder for code generation, (2018)"
learning to generate comments for api-based code snippets,"Lu Y., Zhao Z., Li G., Jin Z., Learning to generate comments for api-based code snippets, Software Engineering and Methodology for Emerging Domains, pp. 3-14, (2017)"
mining semantic loop idioms,"Allamanis M., Barr E.T., Bird C., Devanbu P., Marron M., Sutton C., Mining semantic loop idioms, IEEE Trans. Softw. Eng., 44, 7, pp. 651-668, (2018)"
pathminer: a library formining of path-based representations of code,"Kovalenko V., Bogomolov E., Bryksin T., Bacchelli A., PathMiner: A library formining of path-based representations of code, 2019 IEEE/ACM16th International Conference on Mining Software Repositories MSR, pp. 13-17, (2019)"
parsing natural scenes and natural language with recursive neural networks,"Socher R., Lin C.C., Manning C., Ng A.Y., Parsing natural scenes and natural language with recursive neural networks, Proceedings of the 28th International Conference on Machine Learning (ICML'11)., pp. 129-136, (2011)"
